detector,mode,dataset,class_name,shape,method,path,frames,detected,clips,clips_complete,clips_empty,box_width_px,clip_jitter,seconds_per_frame
retinaface,train,CelebDFv3,real,wide,real/Real_WEB,REAL/Real_WEB/id34_0006.mp4,32,32,4,4,0,126.25,0.011267848015974316,0.03249149024486542
haar,train,CelebDFv3,real,wide,real/Real_YouTube,REAL/Real_YouTube/00084.mp4,32,32,4,4,0,99.0,0.0024285787758299,0.0258624404668808
mtcnn,train,CelebDFv3,real,wide,real/Real_YouTube,REAL/Real_YouTube/00084.mp4,32,32,4,4,0,75.5,0.002628873261584739,0.01754450798034668
retinaface,train,CelebDFv3,real,wide,real/Real_YouTube,REAL/Real_YouTube/00084.mp4,32,32,4,4,0,80.0,0.0013980138960830693,0.03440931439399719
haar,train,CelebDFv3,real,wide,real/Real_WEB,REAL/Real_WEB/id29_0000.mp4,32,32,4,4,0,161.5,0.007509450693986005,0.02193596214056015
mtcnn,train,CelebDFv3,real,wide,real/Real_WEB,REAL/Real_WEB/id29_0000.mp4,32,32,4,4,0,118.0,0.005160293627780029,0.013497918844223022
retinaface,train,CelebDFv3,real,wide,real/Real_WEB,REAL/Real_WEB/id29_0000.mp4,32,32,4,4,0,118.0,0.005742957498251435,0.0335264578461647
haar,train,CelebDFv3,real,wide,real/Real_WEB,REAL/Real_WEB/id9_0002.mp4,32,32,4,4,0,151.0,0.0050803652685059274,0.020693816244602203
mtcnn,train,CelebDFv3,real,wide,real/Real_WEB,REAL/Real_WEB/id9_0002.mp4,32,32,4,4,0,122.75,0.005988820796189214,0.012649089097976685
retinaface,train,CelebDFv3,real,wide,real/Real_WEB,REAL/Real_WEB/id9_0002.mp4,32,32,4,4,0,122.0,0.005126119491640013,0.03607784956693649
haar,train,CelebDFv3,real,wide,real/Real_WEB,REAL/Real_WEB/id61_0007.mp4,32,23,4,1,0,97.5,0.031065436737140455,0.030392244458198547
mtcnn,train,CelebDFv3,real,wide,real/Real_WEB,REAL/Real_WEB/id61_0007.mp4,32,32,4,4,0,100.25,0.011242011437344674,0.01672733575105667
retinaface,train,CelebDFv3,real,wide,real/Real_WEB,REAL/Real_WEB/id61_0007.mp4,32,32,4,4,0,102.25,0.0050412960033974635,0.0324699729681015
haar,train,CelebDFv3,real,wide,real/Real_WEB,REAL/Real_WEB/id33_0003.mp4,32,32,4,4,0,166.25,0.012589566658408262,0.03667021542787552
mtcnn,train,CelebDFv3,real,wide,real/Real_WEB,REAL/Real_WEB/id33_0003.mp4,32,32,4,4,0,121.5,0.01084714360122831,0.03853373974561691
retinaface,train,CelebDFv3,real,wide,real/Real_WEB,REAL/Real_WEB/id33_0003.mp4,32,32,4,4,0,118.75,0.009215893956998223,0.0338883250951767
haar,train,CelebDFv3,real,wide,real/Real_WEB,REAL/Real_WEB/id57_0000.mp4,32,32,4,4,0,136.25,0.009512965575325924,0.03398840129375458
mtcnn,train,CelebDFv3,real,wide,real/Real_WEB,REAL/Real_WEB/id57_0000.mp4,32,32,4,4,0,108.0,0.00834988042080648,0.016260169446468353
retinaface,train,CelebDFv3,real,wide,real/Real_WEB,REAL/Real_WEB/id57_0000.mp4,32,32,4,4,0,110.75,0.007055721865543756,0.031657010316848755
haar,train,CelebDFv3,real,wide,real/Real_WEB,REAL/Real_WEB/id60_0000.mp4,32,31,4,3,0,138.75,0.007754193274907546,0.023445159196853638
mtcnn,train,CelebDFv3,real,wide,real/Real_WEB,REAL/Real_WEB/id60_0000.mp4,32,32,4,4,0,121.0,0.01057605965213827,0.021993495523929596
retinaface,train,CelebDFv3,real,wide,real/Real_WEB,REAL/Real_WEB/id60_0000.mp4,32,32,4,4,0,119.25,0.007757043208492684,0.03187984973192215
haar,train,CelebDFv3,real,wide,real/Real_WEB,REAL/Real_WEB/id16_0003.mp4,32,32,4,4,0,172.25,0.0023715499638041777,0.029290087521076202
mtcnn,train,CelebDFv3,real,wide,real/Real_WEB,REAL/Real_WEB/id16_0003.mp4,32,32,4,4,0,142.5,0.003759752481115525,0.020825862884521484
retinaface,train,CelebDFv3,real,wide,real/Real_WEB,REAL/Real_WEB/id16_0003.mp4,32,32,4,4,0,145.0,0.0033070307899996407,0.037264496088027954
haar,train,CelebDFv3,real,wide,real/Real_YouTube,REAL/Real_YouTube/00009.mp4,32,32,4,4,0,123.25,0.008636388212344418,0.04000449925661087
mtcnn,train,CelebDFv3,real,wide,real/Real_YouTube,REAL/Real_YouTube/00009.mp4,32,32,4,4,0,99.0,0.008557037448041226,0.028363920748233795
retinaface,train,CelebDFv3,real,wide,real/Real_YouTube,REAL/Real_YouTube/00009.mp4,32,32,4,4,0,101.5,0.007454539882132161,0.03375043720006943
haar,train,CelebDFv3,real,wide,real/Real_WEB,REAL/Real_WEB/id38_0004.mp4,32,32,4,4,0,204.5,0.004596066919866472,0.023347049951553345
mtcnn,train,CelebDFv3,real,wide,real/Real_WEB,REAL/Real_WEB/id38_0004.mp4,32,32,4,4,0,126.75,0.004663914853012726,0.019803933799266815
retinaface,train,CelebDFv3,real,wide,real/Real_WEB,REAL/Real_WEB/id38_0004.mp4,32,32,4,4,0,126.5,0.0037370143230892727,0.03282883018255234
haar,train,CelebDFv3,real,wide,real/Real_WEB,REAL/Real_WEB/id21_0001.mp4,32,32,4,4,0,160.75,0.004253451256230956,0.028022602200508118
mtcnn,train,CelebDFv3,real,wide,real/Real_WEB,REAL/Real_WEB/id21_0001.mp4,32,32,4,4,0,121.75,0.004762472672317758,0.02444598823785782
retinaface,train,CelebDFv3,real,wide,real/Real_WEB,REAL/Real_WEB/id21_0001.mp4,32,32,4,4,0,121.0,0.004984350468606135,0.03435923904180527
haar,train,CelebDFv3,real,wide,real/Real_WEB,REAL/Real_WEB/id13_0008.mp4,32,32,4,4,0,158.5,0.0019985616310332906,0.019586272537708282
mtcnn,train,CelebDFv3,real,wide,real/Real_WEB,REAL/Real_WEB/id13_0008.mp4,32,32,4,4,0,126.5,0.002993934217267835,0.01682225614786148
retinaface,train,CelebDFv3,real,wide,real/Real_WEB,REAL/Real_WEB/id13_0008.mp4,32,32,4,4,0,127.5,0.001960655440288891,0.03605432063341141
haar,train,CelebDFv3,real,wide,real/Real_WEB,REAL/Real_WEB/id19_0007.mp4,32,32,4,4,0,165.5,0.0017268078479865448,0.02948373556137085
mtcnn,train,CelebDFv3,real,wide,real/Real_WEB,REAL/Real_WEB/id19_0007.mp4,32,32,4,4,0,132.0,0.004943297837854085,0.013225987553596497
retinaface,train,CelebDFv3,real,wide,real/Real_WEB,REAL/Real_WEB/id19_0007.mp4,32,32,4,4,0,136.25,0.001717230773288089,0.029765889048576355
haar,train,CelebDFv3,real,wide,real/Real_WEB,REAL/Real_WEB/id27_0005.mp4,1,0,1,0,1,,,0.016823768615722656
mtcnn,train,CelebDFv3,real,wide,real/Real_WEB,REAL/Real_WEB/id27_0005.mp4,1,1,1,1,0,72.0,nan,0.042879343032836914
retinaface,train,CelebDFv3,real,wide,real/Real_WEB,REAL/Real_WEB/id27_0005.mp4,1,1,1,1,0,78.0,nan,0.03979635238647461
haar,train,CelebDFv3,real,wide,real/Real_WEB,REAL/Real_WEB/id6_0003.mp4,32,32,4,4,0,191.0,0.006979917389877737,0.037232913076877594
mtcnn,train,CelebDFv3,real,wide,real/Real_WEB,REAL/Real_WEB/id6_0003.mp4,32,32,4,4,0,141.5,0.004869496197082815,0.015704557299613953
retinaface,train,CelebDFv3,real,wide,real/Real_WEB,REAL/Real_WEB/id6_0003.mp4,32,32,4,4,0,139.5,0.005603221428000315,0.038616329431533813
haar,train,CelebDFv3,real,wide,real/Real_YouTube,REAL/Real_YouTube/00140.mp4,32,32,4,4,0,172.25,0.004498058653277652,0.034745439887046814
mtcnn,train,CelebDFv3,real,wide,real/Real_YouTube,REAL/Real_YouTube/00140.mp4,32,32,4,4,0,135.75,0.006177322384151434,0.024575307965278625
retinaface,train,CelebDFv3,real,wide,real/Real_YouTube,REAL/Real_YouTube/00140.mp4,32,32,4,4,0,141.5,0.004310219170550973,0.03513932228088379
haar,train,CelebDFv3,real,wide,real/Real_WEB,REAL/Real_WEB/id46_0006.mp4,32,32,4,4,0,157.75,0.008558265615638144,0.01772785186767578
mtcnn,train,CelebDFv3,real,wide,real/Real_WEB,REAL/Real_WEB/id46_0006.mp4,32,32,4,4,0,116.25,0.010433211918074791,0.02310957759618759
retinaface,train,CelebDFv3,real,wide,real/Real_WEB,REAL/Real_WEB/id46_0006.mp4,32,32,4,4,0,115.0,0.009883187468651645,0.03057805448770523
haar,train,CelebDFv3,real,wide,real/Real_WEB,REAL/Real_WEB/id6_0004.mp4,32,32,4,4,0,234.75,0.004774246961850873,0.018311746418476105
mtcnn,train,CelebDFv3,real,wide,real/Real_WEB,REAL/Real_WEB/id6_0004.mp4,32,32,4,4,0,187.75,0.005070816605693011,0.011079654097557068
retinaface,train,CelebDFv3,real,wide,real/Real_WEB,REAL/Real_WEB/id6_0004.mp4,32,32,4,4,0,176.0,0.005350533483836554,0.03566138446331024
haar,train,CelebDFv3,real,wide,real/Real_YouTube,REAL/Real_YouTube/00110.mp4,32,32,4,4,0,189.5,0.004890842342686384,0.04160808026790619
mtcnn,train,CelebDFv3,real,wide,real/Real_YouTube,REAL/Real_YouTube/00110.mp4,32,32,4,4,0,147.0,0.004346876583985166,0.03509896248579025
retinaface,train,CelebDFv3,real,wide,real/Real_YouTube,REAL/Real_YouTube/00110.mp4,32,32,4,4,0,145.5,0.004092540582967364,0.03545449674129486
haar,train,CelebDFv3,real,wide,real/Real_WEB,REAL/Real_WEB/id0_0007.mp4,32,32,4,4,0,193.75,0.007988510418549184,0.032277025282382965
mtcnn,train,CelebDFv3,real,wide,real/Real_WEB,REAL/Real_WEB/id0_0007.mp4,32,32,4,4,0,156.5,0.005702482746908365,0.021622352302074432
retinaface,train,CelebDFv3,real,wide,real/Real_WEB,REAL/Real_WEB/id0_0007.mp4,32,32,4,4,0,155.25,0.0022479129974432134,0.03628218173980713
haar,train,CelebDFv3,real,wide,real/Real_YouTube,REAL/Real_YouTube/00225.mp4,32,32,4,4,0,220.25,0.004846535549921432,0.021164022386074066
mtcnn,train,CelebDFv3,real,wide,real/Real_YouTube,REAL/Real_YouTube/00225.mp4,32,32,4,4,0,180.75,0.003933741982325721,0.009179100394248962
retinaface,train,CelebDFv3,real,wide,real/Real_YouTube,REAL/Real_YouTube/00225.mp4,32,32,4,4,0,171.0,0.0038345298418562923,0.03460180014371872
haar,train,CelebDFv3,real,wide,real/Real_WEB,REAL/Real_WEB/id29_0005.mp4,32,32,4,4,0,133.5,0.22922025849676525,0.029528558254241943
mtcnn,train,CelebDFv3,real,wide,real/Real_WEB,REAL/Real_WEB/id29_0005.mp4,32,32,4,4,0,76.25,0.005949722381238741,0.012439832091331482
retinaface,train,CelebDFv3,real,wide,real/Real_WEB,REAL/Real_WEB/id29_0005.mp4,32,32,4,4,0,77.25,0.005425220141076135,0.0344734787940979
haar,train,CelebDFv3,real,wide,real/Real_WEB,REAL/Real_WEB/id19_0004.mp4,32,32,4,4,0,149.0,0.0016503157623154363,0.01566515862941742
mtcnn,train,CelebDFv3,real,wide,real/Real_WEB,REAL/Real_WEB/id19_0004.mp4,32,32,4,4,0,127.25,0.0013764145031831961,0.015050843358039856
retinaface,train,CelebDFv3,real,wide,real/Real_WEB,REAL/Real_WEB/id19_0004.mp4,32,32,4,4,0,130.5,0.0025066068698053525,0.029208585619926453
haar,train,CelebDFv3,real,wide,real/Real_WEB,REAL/Real_WEB/id21_0002.mp4,32,32,4,4,0,135.0,0.005116050335525805,0.01665620505809784
mtcnn,train,CelebDFv3,real,wide,real/Real_WEB,REAL/Real_WEB/id21_0002.mp4,32,32,4,4,0,101.5,0.004703450575187456,0.013320676982402802
retinaface,train,CelebDFv3,real,wide,real/Real_WEB,REAL/Real_WEB/id21_0002.mp4,32,32,4,4,0,99.75,0.0035013615373494225,0.03238523006439209
haar,train,CelebDFv3,real,wide,real/Real_YouTube,REAL/Real_YouTube/00241.mp4,32,24,4,3,1,84.5,0.007556136228609347,0.02658497542142868
mtcnn,train,CelebDFv3,real,wide,real/Real_YouTube,REAL/Real_YouTube/00241.mp4,32,32,4,4,0,65.0,0.005084670802291575,0.013515815138816833
retinaface,train,CelebDFv3,real,wide,real/Real_YouTube,REAL/Real_YouTube/00241.mp4,32,32,4,4,0,65.25,0.004077893116645796,0.034473977982997894
haar,train,DFD,fake,wide,DeepFakeDetection,DFD_manipulated_sequences/DFD_manipulated_sequences/13_07__exit_phone_room__RVQCPCJF.mp4,32,32,4,4,0,208.0,0.001730479896174851,0.07978734374046326
mtcnn,train,DFD,fake,wide,DeepFakeDetection,DFD_manipulated_sequences/DFD_manipulated_sequences/13_07__exit_phone_room__RVQCPCJF.mp4,32,32,4,4,0,159.75,0.0023536507466820917,0.04140796512365341
retinaface,train,DFD,fake,wide,DeepFakeDetection,DFD_manipulated_sequences/DFD_manipulated_sequences/13_07__exit_phone_room__RVQCPCJF.mp4,32,32,4,4,0,160.0,0.000925756614421774,0.11515150964260101
haar,train,DFD,fake,wide,DeepFakeDetection,DFD_manipulated_sequences/DFD_manipulated_sequences/03_15__meeting_serious__Q14RO7M7.mp4,32,32,4,4,0,127.5,0.0025793271840421923,0.08586627244949341
mtcnn,train,DFD,fake,wide,DeepFakeDetection,DFD_manipulated_sequences/DFD_manipulated_sequences/03_15__meeting_serious__Q14RO7M7.mp4,32,32,4,4,0,96.25,0.0030062086002853516,0.045782387256622314
retinaface,train,DFD,fake,wide,DeepFakeDetection,DFD_manipulated_sequences/DFD_manipulated_sequences/03_15__meeting_serious__Q14RO7M7.mp4,32,32,4,4,0,114.75,0.0012984048213647878,0.12120014429092407
haar,train,DFD,fake,wide,DeepFakeDetection,DFD_manipulated_sequences/DFD_manipulated_sequences/14_20__walking_down_street_outside_angry__3HWOJRAM.mp4,32,32,4,4,0,177.25,0.0007942382861865871,0.16060870885849
mtcnn,train,DFD,fake,wide,DeepFakeDetection,DFD_manipulated_sequences/DFD_manipulated_sequences/14_20__walking_down_street_outside_angry__3HWOJRAM.mp4,32,32,4,4,0,118.5,0.0021732533647569564,0.10064880549907684
retinaface,train,DFD,fake,wide,DeepFakeDetection,DFD_manipulated_sequences/DFD_manipulated_sequences/14_20__walking_down_street_outside_angry__3HWOJRAM.mp4,32,32,4,4,0,120.5,0.0007545926619482893,0.11922052502632141
haar,train,DFD,fake,wide,DeepFakeDetection,DFD_manipulated_sequences/DFD_manipulated_sequences/19_22__outside_talking_pan_laughing__VK6BF5NV.mp4,32,23,4,2,0,157.75,0.01319442808510881,0.09490187466144562
mtcnn,train,DFD,fake,wide,DeepFakeDetection,DFD_manipulated_sequences/DFD_manipulated_sequences/19_22__outside_talking_pan_laughing__VK6BF5NV.mp4,32,31,4,3,0,157.25,0.010734864640753898,0.03319777548313141
retinaface,train,DFD,fake,wide,DeepFakeDetection,DFD_manipulated_sequences/DFD_manipulated_sequences/19_22__outside_talking_pan_laughing__VK6BF5NV.mp4,32,31,4,3,0,136.75,0.007313931507436312,0.11803305894136429
haar,train,DFD,fake,wide,DeepFakeDetection,DFD_manipulated_sequences/DFD_manipulated_sequences/15_02__walking_outside_cafe_disgusted__HTG660F8.mp4,32,32,4,4,0,163.0,0.0013585907667789067,0.1337350308895111
mtcnn,train,DFD,fake,wide,DeepFakeDetection,DFD_manipulated_sequences/DFD_manipulated_sequences/15_02__walking_outside_cafe_disgusted__HTG660F8.mp4,32,32,4,4,0,124.0,0.001233713786228895,0.14079750329256058
retinaface,train,DFD,fake,wide,DeepFakeDetection,DFD_manipulated_sequences/DFD_manipulated_sequences/15_02__walking_outside_cafe_disgusted__HTG660F8.mp4,32,32,4,4,0,122.5,0.000927593298866194,0.1180075854063034
haar,train,DFD,fake,wide,DeepFakeDetection,DFD_manipulated_sequences/DFD_manipulated_sequences/27_15__outside_talking_still_laughing__2ERUWYH8.mp4,32,32,4,4,0,219.5,0.029355038652492862,0.09363336861133575
mtcnn,train,DFD,fake,wide,DeepFakeDetection,DFD_manipulated_sequences/DFD_manipulated_sequences/27_15__outside_talking_still_laughing__2ERUWYH8.mp4,32,32,4,4,0,146.5,0.00582185883392042,0.03503260761499405
retinaface,train,DFD,fake,wide,DeepFakeDetection,DFD_manipulated_sequences/DFD_manipulated_sequences/27_15__outside_talking_still_laughing__2ERUWYH8.mp4,32,32,4,4,0,146.75,0.005659089260441626,0.12251400947570801
haar,train,DFD,fake,wide,DeepFakeDetection,DFD_manipulated_sequences/DFD_manipulated_sequences/26_12__kitchen_pan__BFBNM8FR.mp4,32,32,4,4,0,266.75,0.004553108666195393,0.10090744495391846
mtcnn,train,DFD,fake,wide,DeepFakeDetection,DFD_manipulated_sequences/DFD_manipulated_sequences/26_12__kitchen_pan__BFBNM8FR.mp4,32,32,4,4,0,221.5,0.004681219757886122,0.04475371539592743
retinaface,train,DFD,fake,wide,DeepFakeDetection,DFD_manipulated_sequences/DFD_manipulated_sequences/26_12__kitchen_pan__BFBNM8FR.mp4,32,32,4,4,0,210.25,0.004399285480231737,0.12090957164764404
haar,train,DFD,fake,wide,DeepFakeDetection,DFD_manipulated_sequences/DFD_manipulated_sequences/06_02__walk_down_hall_angry__37DH75GQ.mp4,32,32,4,4,0,155.0,0.0024980700296923413,0.0896482840180397
mtcnn,train,DFD,fake,wide,DeepFakeDetection,DFD_manipulated_sequences/DFD_manipulated_sequences/06_02__walk_down_hall_angry__37DH75GQ.mp4,32,32,4,4,0,121.25,0.0032700106640465316,0.042808838188648224
retinaface,train,DFD,fake,wide,DeepFakeDetection,DFD_manipulated_sequences/DFD_manipulated_sequences/06_02__walk_down_hall_angry__37DH75GQ.mp4,32,32,4,4,0,118.25,0.002659480106970014,0.12137483060359955
haar,train,DFD,fake,wide,DeepFakeDetection,DFD_manipulated_sequences/DFD_manipulated_sequences/18_06__walking_outside_cafe_disgusted__XJ76YU5A.mp4,32,32,4,4,0,142.0,0.004592493566653714,0.12803221493959427
mtcnn,train,DFD,fake,wide,DeepFakeDetection,DFD_manipulated_sequences/DFD_manipulated_sequences/18_06__walking_outside_cafe_disgusted__XJ76YU5A.mp4,32,32,4,4,0,120.5,0.0026307983631059986,0.04843689501285553
retinaface,train,DFD,fake,wide,DeepFakeDetection,DFD_manipulated_sequences/DFD_manipulated_sequences/18_06__walking_outside_cafe_disgusted__XJ76YU5A.mp4,32,32,4,4,0,120.75,0.0013583653671696387,0.11995340883731842
haar,train,DFD,fake,wide,DeepFakeDetection,DFD_manipulated_sequences/DFD_manipulated_sequences/13_20__outside_talking_pan_laughing__43KAHOT2.mp4,32,32,4,4,0,197.5,0.010546732875336619,0.1009589284658432
mtcnn,train,DFD,fake,wide,DeepFakeDetection,DFD_manipulated_sequences/DFD_manipulated_sequences/13_20__outside_talking_pan_laughing__43KAHOT2.mp4,32,32,4,4,0,167.0,0.010996834109625736,0.03945242613554001
retinaface,train,DFD,fake,wide,DeepFakeDetection,DFD_manipulated_sequences/DFD_manipulated_sequences/13_20__outside_talking_pan_laughing__43KAHOT2.mp4,32,32,4,4,0,165.25,0.008923151966549775,0.1184672936797142
haar,train,DFD,fake,wide,DeepFakeDetection,DFD_manipulated_sequences/DFD_manipulated_sequences/20_25__walk_down_hall_angry__DW2L6D2V.mp4,32,32,4,4,0,130.25,0.005388617743839813,0.0679125264286995
mtcnn,train,DFD,fake,wide,DeepFakeDetection,DFD_manipulated_sequences/DFD_manipulated_sequences/20_25__walk_down_hall_angry__DW2L6D2V.mp4,32,32,4,4,0,110.75,0.0054217457202240995,0.0316745787858963
retinaface,train,DFD,fake,wide,DeepFakeDetection,DFD_manipulated_sequences/DFD_manipulated_sequences/20_25__walk_down_hall_angry__DW2L6D2V.mp4,32,32,4,4,0,117.0,0.004793372817732668,0.11905989050865173
haar,train,DFD,fake,wide,DeepFakeDetection,DFD_manipulated_sequences/DFD_manipulated_sequences/02_07__meeting_serious__1JCLEEBQ.mp4,32,32,4,4,0,143.5,0.003532505602180219,0.07877171039581299
mtcnn,train,DFD,fake,wide,DeepFakeDetection,DFD_manipulated_sequences/DFD_manipulated_sequences/02_07__meeting_serious__1JCLEEBQ.mp4,32,32,4,4,0,113.5,0.0017686911512273995,0.04120858758687973
retinaface,train,DFD,fake,wide,DeepFakeDetection,DFD_manipulated_sequences/DFD_manipulated_sequences/02_07__meeting_serious__1JCLEEBQ.mp4,32,32,4,4,0,111.0,0.0007913258808012429,0.1205659732222557
haar,train,DFD,fake,wide,DeepFakeDetection,DFD_manipulated_sequences/DFD_manipulated_sequences/26_12__outside_talking_still_laughing__FWFQ5YB8.mp4,32,32,4,4,0,176.5,0.013344731086068424,0.08211753517389297
mtcnn,train,DFD,fake,wide,DeepFakeDetection,DFD_manipulated_sequences/DFD_manipulated_sequences/26_12__outside_talking_still_laughing__FWFQ5YB8.mp4,32,32,4,4,0,153.0,0.012179938436659217,0.032105520367622375
retinaface,train,DFD,fake,wide,DeepFakeDetection,DFD_manipulated_sequences/DFD_manipulated_sequences/26_12__outside_talking_still_laughing__FWFQ5YB8.mp4,32,32,4,4,0,151.0,0.01205946025527772,0.12103363871574402
haar,train,DFD,fake,wide,DeepFakeDetection,DFD_manipulated_sequences/DFD_manipulated_sequences/06_25__walking_and_outside_surprised__MI9BDQ7M.mp4,32,32,4,4,0,307.0,0.011777128989982538,0.11184720695018768
mtcnn,train,DFD,fake,wide,DeepFakeDetection,DFD_manipulated_sequences/DFD_manipulated_sequences/06_25__walking_and_outside_surprised__MI9BDQ7M.mp4,32,32,4,4,0,262.25,0.019675083432583104,0.06428171694278717
retinaface,train,DFD,fake,wide,DeepFakeDetection,DFD_manipulated_sequences/DFD_manipulated_sequences/06_25__walking_and_outside_surprised__MI9BDQ7M.mp4,32,32,4,4,0,248.25,0.020297819405579624,0.12144850194454193
haar,train,DFD,fake,wide,DeepFakeDetection,DFD_manipulated_sequences/DFD_manipulated_sequences/06_03__hugging_happy__1IXGY2FK.mp4,32,32,4,4,0,280.5,0.011564289303138402,0.056751713156700134
mtcnn,train,DFD,fake,wide,DeepFakeDetection,DFD_manipulated_sequences/DFD_manipulated_sequences/06_03__hugging_happy__1IXGY2FK.mp4,32,32,4,4,0,215.25,0.013634008303750392,0.031651876866817474
retinaface,train,DFD,fake,wide,DeepFakeDetection,DFD_manipulated_sequences/DFD_manipulated_sequences/06_03__hugging_happy__1IXGY2FK.mp4,32,32,4,4,0,205.5,0.013640971226750918,0.12123666703701019
haar,train,DFD,fake,wide,DeepFakeDetection,DFD_manipulated_sequences/DFD_manipulated_sequences/27_25__walking_and_outside_surprised__1KU29EUL.mp4,32,32,4,4,0,256.75,0.008100903239616392,0.12273300439119339
mtcnn,train,DFD,fake,wide,DeepFakeDetection,DFD_manipulated_sequences/DFD_manipulated_sequences/27_25__walking_and_outside_surprised__1KU29EUL.mp4,32,32,4,4,0,183.75,0.014542677614642206,0.04890775680541992
retinaface,train,DFD,fake,wide,DeepFakeDetection,DFD_manipulated_sequences/DFD_manipulated_sequences/27_25__walking_and_outside_surprised__1KU29EUL.mp4,32,32,4,4,0,183.0,0.008508178993626849,0.11963717639446259
haar,train,DFD,fake,wide,DeepFakeDetection,DFD_manipulated_sequences/DFD_manipulated_sequences/14_06__walking_and_outside_surprised__8U9ULZDT.mp4,32,32,4,4,0,203.0,0.12432808415288163,0.13159698992967606
mtcnn,train,DFD,fake,wide,DeepFakeDetection,DFD_manipulated_sequences/DFD_manipulated_sequences/14_06__walking_and_outside_surprised__8U9ULZDT.mp4,32,32,4,4,0,164.25,0.0127270410826724,0.06945843249559402
retinaface,train,DFD,fake,wide,DeepFakeDetection,DFD_manipulated_sequences/DFD_manipulated_sequences/14_06__walking_and_outside_surprised__8U9ULZDT.mp4,32,32,4,4,0,165.0,0.011938759963303514,0.12073180079460144
haar,train,DFD,fake,wide,DeepFakeDetection,DFD_manipulated_sequences/DFD_manipulated_sequences/03_14__walking_and_outside_surprised__P1L5PF4I.mp4,32,32,4,4,0,251.25,0.18559428555268886,0.13980280607938766
mtcnn,train,DFD,fake,wide,DeepFakeDetection,DFD_manipulated_sequences/DFD_manipulated_sequences/03_14__walking_and_outside_surprised__P1L5PF4I.mp4,32,32,4,4,0,198.25,0.17103427932941767,0.056602686643600464
retinaface,train,DFD,fake,wide,DeepFakeDetection,DFD_manipulated_sequences/DFD_manipulated_sequences/03_14__walking_and_outside_surprised__P1L5PF4I.mp4,32,32,4,4,0,192.25,0.06913714483746689,0.12238051742315292
haar,train,DFD,fake,wide,DeepFakeDetection,DFD_manipulated_sequences/DFD_manipulated_sequences/03_15__podium_speech_happy__DG8ITQO3.mp4,32,32,4,4,0,198.25,0.001990592353015304,0.05488847941160202
mtcnn,train,DFD,fake,wide,DeepFakeDetection,DFD_manipulated_sequences/DFD_manipulated_sequences/03_15__podium_speech_happy__DG8ITQO3.mp4,32,32,4,4,0,149.75,0.002602778329235625,0.030311815440654755
retinaface,train,DFD,fake,wide,DeepFakeDetection,DFD_manipulated_sequences/DFD_manipulated_sequences/03_15__podium_speech_happy__DG8ITQO3.mp4,32,32,4,4,0,146.5,0.004089992200190028,0.12035751342773438
haar,train,DFD,fake,wide,DeepFakeDetection,DFD_manipulated_sequences/DFD_manipulated_sequences/14_26__kitchen_pan__SU8SAHTT.mp4,32,32,4,4,0,292.75,0.0058317263135993815,0.09965654462575912
mtcnn,train,DFD,fake,wide,DeepFakeDetection,DFD_manipulated_sequences/DFD_manipulated_sequences/14_26__kitchen_pan__SU8SAHTT.mp4,32,32,4,4,0,243.75,0.0067256671189572,0.04256502538919449
retinaface,train,DFD,fake,wide,DeepFakeDetection,DFD_manipulated_sequences/DFD_manipulated_sequences/14_26__kitchen_pan__SU8SAHTT.mp4,32,32,4,4,0,234.25,0.007703584203896507,0.1202186718583107
haar,train,DFD,fake,wide,DeepFakeDetection,DFD_manipulated_sequences/DFD_manipulated_sequences/07_14__hugging_happy__VOX29AK0.mp4,32,25,4,3,0,247.0,0.013104410828976325,0.06754116714000702
mtcnn,train,DFD,fake,wide,DeepFakeDetection,DFD_manipulated_sequences/DFD_manipulated_sequences/07_14__hugging_happy__VOX29AK0.mp4,32,32,4,4,0,201.25,0.017607916844624157,0.0395459309220314
retinaface,train,DFD,fake,wide,DeepFakeDetection,DFD_manipulated_sequences/DFD_manipulated_sequences/07_14__hugging_happy__VOX29AK0.mp4,32,32,4,4,0,200.0,0.011416838118623943,0.12023836374282837
haar,train,DFD,fake,wide,DeepFakeDetection,DFD_manipulated_sequences/DFD_manipulated_sequences/02_27__walking_outside_cafe_disgusted__78M8S6M6.mp4,32,32,4,4,0,193.0,0.0011113211209126022,0.08471100777387619
mtcnn,train,DFD,fake,wide,DeepFakeDetection,DFD_manipulated_sequences/DFD_manipulated_sequences/02_27__walking_outside_cafe_disgusted__78M8S6M6.mp4,32,32,4,4,0,149.75,0.001514025680190246,0.047626182436943054
retinaface,train,DFD,fake,wide,DeepFakeDetection,DFD_manipulated_sequences/DFD_manipulated_sequences/02_27__walking_outside_cafe_disgusted__78M8S6M6.mp4,32,32,4,4,0,153.0,0.0008528811756969726,0.12073000520467758
haar,train,DFD,fake,wide,DeepFakeDetection,DFD_manipulated_sequences/DFD_manipulated_sequences/06_26__walk_down_hall_angry__L5BVR5L9.mp4,32,32,4,4,0,163.25,0.0012826799566545751,0.08288834989070892
mtcnn,train,DFD,fake,wide,DeepFakeDetection,DFD_manipulated_sequences/DFD_manipulated_sequences/06_26__walk_down_hall_angry__L5BVR5L9.mp4,32,32,4,4,0,125.0,0.0018429209573304311,0.038149259984493256
